"Symbol","Description","Market Capitalization","Average Volume (10 Day)","Price","Universe","Sector","Industry","Sub-Industry"
"A","Agilent Technologies Inc","$40B (Mid)","2,044,010","$139.68","Domestic","Health Care","Life Sciences Tools & Services","Life Sciences Tools & Services"
"AA","Alcoa Corp","$12B (Mid)","6,981,860","$46.14","Domestic","Materials","Metals & Mining","Aluminum"
"AAL","American Airlines Group Inc","$10B (Mid)","56,474,360","$14.96","Domestic","Industrials","Passenger Airlines","Passenger Airlines"
"AAOI","Applied Optoelectronics Inc","$2B (Small)","5,351,910","$32.06","Domestic","Information Technology","Communications Equipment","Communications Equipment"
"AAON","Aaon Inc","$6B (Small)","958,400","$77.93","Domestic","Industrials","Building Products","Building Products"
"AAPL","Apple Inc","$4T (Large)","41,127,510","$278.28","Domestic","Information Technology","Technology Hardware, Storage & Peripherals","Technology Hardware, Storage & Peripherals"
"ABBNY","Abb Ltd","$133B (Large)","198,320","$73.12","International (ADR)","Industrials","Electrical Equipment","Electrical Components & Equipment"
"ABBV","AbbVie Inc","$395B (Large)","4,954,460","$223.32","Domestic","Health Care","Biotechnology","Biotechnology"
"ABM","ABM Industries Inc","$3B (Small)","498,530","$46.64","Domestic","Industrials","Commercial Services & Supplies","Environmental & Facilities Services"
"ABT","Abbott Laboratories","$218B (Large)","5,424,710","$125.46","Domestic","Health Care","Health Care Equipment & Supplies","Health Care Equipment"
"ACA","Arcosa Inc","$5B (Small)","222,780","$110.84","Domestic","Industrials","Construction & Engineering","Construction & Engineering"
"ACAD","ACADIA Pharmaceuticals Inc","$5B (Small)","1,577,020","$27.15","Domestic","Health Care","Biotechnology","Biotechnology"
"ACHR","Archer Aviation Inc","$5B (Small)","39,868,770","$8.30","Domestic","Industrials","Aerospace & Defense","Aerospace & Defense"
"ACIW","ACI Worldwide Inc","$5B (Small)","700,850","$47.53","Domestic","Information Technology","Software","Application Software"
"ACLS","Axcelis Technologies Inc","$3B (Small)","581,910","$85.61","Domestic","Information Technology","Semiconductors & Semiconductor Equipment","Semiconductor Materials & Equipment"
"ACLX","Arcellx Inc","$4B (Small)","1,538,530","$71.86","Domestic","Health Care","Biotechnology","Biotechnology"
"ACM","AECOM","$13B (Mid)","1,640,570","$98.85","Domestic","Industrials","Construction & Engineering","Construction & Engineering"
"ACMR","ACM Research Inc","$3B (Small)","1,208,850","$38.83","Domestic","Information Technology","Semiconductors & Semiconductor Equipment","Semiconductor Materials & Equipment"
"ACN","Accenture PLC","$168B (Large)","4,222,040","$271.56","Domestic","Information Technology","IT Services","IT Consulting & Other Services"
"ADBE","Adobe Inc","$149B (Large)","5,292,940","$356.43","Domestic","Information Technology","Software","Application Software"
"ADI","Analog Devices Inc","$137B (Large)","4,186,670","$279.32","Domestic","Information Technology","Semiconductors & Semiconductor Equipment","Semiconductors"
"ADMA","ADMA Biologics Inc","$5B (Small)","2,687,680","$19.78","Domestic","Health Care","Biotechnology","Biotechnology"
"ADP","Automatic Data Processing Inc","$108B (Large)","2,446,790","$266.10","Domestic","Industrials","Professional Services","Human Resource & Employment Services"
"ADPT","Adaptive Biotechnologies Corp","$2B (Small)","3,409,350","$15.44","Domestic","Health Care","Life Sciences Tools & Services","Life Sciences Tools & Services"
"ADSK","Autodesk Inc","$63B (Large)","1,526,880","$297.64","Domestic","Information Technology","Software","Application Software"
"AEIS","Advanced Energy Industries Inc","$8B (Mid)","371,800","$215.07","Domestic","Information Technology","Electronic Equipment, Instruments & Components","Electronic Equipment & Instruments"
"AEM","Agnico Eagle Mines Ltd","$84B (Large)","2,308,810","$168.27","International (ADR)","Materials","Metals & Mining","Gold"
"AER","AerCap Holdings NV","$24B (Mid)","1,668,950","$139.54","International (ADR)","Industrials","Trading Companies & Distributors","Trading Companies & Distributors"
"AFLYY","Air France KLM SA","$3B (Small)","63,590","$1.24","International (ADR)","Industrials","Passenger Airlines","Passenger Airlines"
"AGCO","AGCO Corp","$8B (Mid)","845,050","$109.16","Domestic","Industrials","Machinery","Agricultural & Farm Machinery"
"AGX","Argan Inc","$4B (Small)","549,050","$319.91","Domestic","Industrials","Construction & Engineering","Construction & Engineering"
"AGYS","Agilysys Inc","$3B (Small)","136,970","$124.80","Domestic","Information Technology","Software","Application Software"
"AI","C3.ai Inc","$2B (Small)","6,685,070","$15.27","Domestic","Information Technology","Software","Application Software"
"AIR","AAR Corp","$3B (Small)","309,610","$83.68","Domestic","Industrials","Aerospace & Defense","Aerospace & Defense"
"AIT","Applied Industrial Technologies Inc","$10B (Mid)","269,990","$261.74","Domestic","Industrials","Trading Companies & Distributors","Trading Companies & Distributors"
"AKAM","Akamai Technologies Inc","$12B (Mid)","2,473,350","$85.88","Domestic","Information Technology","IT Services","Internet Services & Infrastructure"
"AKZOY","Akzo Nobel NV","$11B (Mid)","130,920","$22.15","International (ADR)","Materials","Chemicals","Specialty Chemicals"
"AL","Air Lease Corp","$7B (Small)","1,664,070","$64.10","Domestic","Industrials","Trading Companies & Distributors","Trading Companies & Distributors"
"ALAB","Astera Labs Inc","$25B (Mid)","7,325,220","$148.85","Domestic","Information Technology","Semiconductors & Semiconductor Equipment","Semiconductors"
"ALB","Albemarle Corp","$16B (Mid)","3,350,300","$132.74","Domestic","Materials","Chemicals","Specialty Chemicals"
"ALG","Alamo Group Inc","$2B (Small)","110,910","$177.35","Domestic","Industrials","Machinery","Agricultural & Farm Machinery"
"ALGM","Allegro Microsystems Inc","$5B (Small)","1,646,670","$27.11","Domestic","Information Technology","Semiconductors & Semiconductor Equipment","Semiconductors"
"ALGN","Align Technology Inc","$12B (Mid)","1,492,650","$165.43","Domestic","Health Care","Health Care Equipment & Supplies","Health Care Supplies"
"ALH","Alliance Laundry Holdings Inc","$4B (Small)","1,594,980","$22.27","Domestic","Industrials","Machinery","Industrial Machinery & Supplies & Components"
"ALHC","Alignment Healthcare Inc","$4B (Small)","2,611,670","$19.36","Domestic","Health Care","Health Care Providers & Services","Managed Health Care"
"ALK","Alaska Air Group Inc","$6B (Small)","4,356,520","$51.40","Domestic","Industrials","Passenger Airlines","Passenger Airlines"
"ALKS","Alkermes Plc","$5B (Small)","1,721,310","$28.50","Domestic","Health Care","Biotechnology","Biotechnology"
"ALKT","Alkami Technology Inc","$2B (Small)","1,480,800","$22.29","Domestic","Information Technology","Software","Application Software"
"ALLE","Allegion PLC","$14B (Mid)","887,890","$160.83","Domestic","Industrials","Building Products","Building Products"
"ALNPY","ANA Holdings Inc","$9B (Mid)","5,920","$3.70","International (ADR)","Industrials","Passenger Airlines","Passenger Airlines"
"ALNY","Alnylam Pharmaceuticals Inc","$53B (Large)","1,313,420","$397.55","Domestic","Health Care","Biotechnology","Biotechnology"
"ALRM","Alarm.com Holdings Inc","$3B (Small)","390,920","$52.16","Domestic","Information Technology","Software","Application Software"
"ALSN","Allison Transmission Holdings Inc","$8B (Mid)","1,187,100","$99.84","Domestic","Industrials","Machinery","Construction Machinery & Heavy Transportation Equipment"
"AMAT","Applied Materials Inc","$206B (Large)","6,520,670","$259.21","Domestic","Information Technology","Semiconductors & Semiconductor Equipment","Semiconductor Materials & Equipment"
"AMBA","Ambarella Inc","$3B (Small)","1,076,600","$75.28","Domestic","Information Technology","Semiconductors & Semiconductor Equipment","Semiconductors"
"AMBP","Ardagh Metal Packaging SA","$2B (Small)","1,015,020","$4.11","Domestic","Materials","Containers & Packaging","Metal, Glass & Plastic Containers"
"AMCR","Amcor PLC","$19B (Mid)","18,039,770","$8.23","Domestic","Materials","Containers & Packaging","Paper & Plastic Packaging Products & Materials"
"AMD","Advanced Micro Devices Inc","$343B (Large)","30,624,420","$210.78","Domestic","Information Technology","Semiconductors & Semiconductor Equipment","Semiconductors"
"AME","AMETEK Inc","$46B (Large)","1,334,810","$201.74","Domestic","Industrials","Electrical Equipment","Electrical Components & Equipment"
"AMGN","Amgen Inc","$171B (Large)","2,847,400","$317.74","Domestic","Health Care","Biotechnology","Biotechnology"
"AMKR","Amkor Technology Inc","$11B (Mid)","4,278,430","$44.31","Domestic","Information Technology","Semiconductors & Semiconductor Equipment","Semiconductor Materials & Equipment"
"AMR","Alpha Metallurgical Resources Inc","$2B (Small)","264,240","$185.03","Domestic","Materials","Metals & Mining","Steel"
"AMRX","Amneal Pharmaceuticals Inc","$4B (Small)","1,940,980","$12.21","Domestic","Health Care","Pharmaceuticals","Pharmaceuticals"
"AMRZ","Amrize AG","$31B (Mid)","5,242,010","$56.26","International (ADR)","Materials","Construction Materials","Construction Materials"
"AMTM","Amentum Holdings Inc","$7B (Small)","2,615,170","$29.72","Domestic","Industrials","Professional Services","Research & Consulting Services"
"ANET","Arista Networks Inc","$157B (Large)","5,943,000","$124.76","Domestic","Information Technology","Communications Equipment","Communications Equipment"
"AORT","Artivion Inc","$2B (Small)","369,520","$45.12","Domestic","Health Care","Health Care Equipment & Supplies","Health Care Equipment"
"AOS","A O Smith Corp","$10B (Mid)","1,417,970","$68.72","Domestic","Industrials","Building Products","Building Products"
"APD","Air Products and Chemicals Inc","$54B (Large)","2,252,050","$243.00","Domestic","Materials","Chemicals","Industrial Gases"
"APG","APi Group Corp","$16B (Mid)","2,629,780","$39.66","Domestic","Industrials","Construction & Engineering","Construction & Engineering"
"APGE","Apogee Therapeutics Inc","$5B (Small)","981,130","$77.08","Domestic","Health Care","Biotechnology","Biotechnology"
"APH","Amphenol Corp","$158B (Large)","7,855,710","$129.24","Domestic","Information Technology","Electronic Equipment, Instruments & Components","Electronic Components"
"APLD","Applied Digital Corp","$8B (Mid)","24,149,900","$27.86","Domestic","Information Technology","IT Services","Internet Services & Infrastructure"
"APLS","Apellis Pharmaceuticals Inc","$3B (Small)","2,199,230","$25.23","Domestic","Health Care","Biotechnology","Biotechnology"
"APP","Applovin Corp","$227B (Large)","3,950,870","$670.67","Domestic","Information Technology","Software","Application Software"
"APPF","Appfolio Inc","$8B (Mid)","205,600","$231.43","Domestic","Information Technology","Software","Application Software"
"APPN","Appian Corp","$3B (Small)","872,590","$37.83","Domestic","Information Technology","Software","Systems Software"
"ARCAY","Arcadis NV","$4B (Small)","160","$40.00","International (ADR)","Industrials","Professional Services","Research & Consulting Services"
"ARGX","argenx SE","$54B (Large)","328,980","$877.94","International (ADR)","Health Care","Biotechnology","Biotechnology"
"ARKAY","Arkema SA","$5B (Small)","15,030","$62.31","International (ADR)","Materials","Chemicals","Specialty Chemicals"
"ARM","Arm Holdings PLC","$139B (Large)","2,596,800","$130.89","International (ADR)","Information Technology","Semiconductors & Semiconductor Equipment","Semiconductors"
"ARQT","Arcutis Biotherapeutics Inc","$4B (Small)","1,942,900","$29.02","Domestic","Health Care","Biotechnology","Biotechnology"
"ARW","Arrow Electronics Inc","$6B (Small)","486,310","$113.59","Domestic","Information Technology","Electronic Equipment, Instruments & Components","Technology Distributors"
"ARWR","Arrowhead Pharmaceuticals Inc","$10B (Mid)","3,674,580","$70.09","Domestic","Health Care","Biotechnology","Biotechnology"
"ASAN","Asana Inc","$3B (Small)","5,527,220","$14.35","Domestic","Information Technology","Software","Application Software"
"ASH","Ashland Inc","$3B (Small)","1,256,760","$59.15","Domestic","Materials","Chemicals","Specialty Chemicals"
"ASMIY","ASM International NV","$30B (Mid)","7,930","$603.77","International (ADR)","Information Technology","Semiconductors & Semiconductor Equipment","Semiconductor Materials & Equipment"
"ASML","ASML Holding NV","$419B (Large)","1,429,870","$1,080.85","International (ADR)","Information Technology","Semiconductors & Semiconductor Equipment","Semiconductor Materials & Equipment"
"ASND","Ascendis Pharma A/S","$14B (Mid)","875,050","$220.42","International (ADR)","Health Care","Biotechnology","Biotechnology"
"ASR","Grupo Aeroportuario del Sureste SAB de CV","$10B (Mid)","50,170","$320.24","International (ADR)","Industrials","Transportation Infrastructure","Airport Services"
"ASX","ASE Technology Holding Co Ltd","$34B (Mid)","6,249,750","$15.76","International (ADR)","Information Technology","Semiconductors & Semiconductor Equipment","Semiconductors"
"ATEC","Alphatec Holdings Inc","$3B (Small)","2,215,130","$19.96","Domestic","Health Care","Health Care Equipment & Supplies","Health Care Equipment"
"ATEYY","Advantest Corp","$92B (Large)","54,150","$126.68","International (ADR)","Information Technology","Semiconductors & Semiconductor Equipment","Semiconductor Materials & Equipment"
"ATI","ATI Inc","$15B (Mid)","1,675,110","$108.96","Domestic","Industrials","Aerospace & Defense","Aerospace & Defense"
"ATKR","Atkore Inc","$2B (Small)","491,970","$64.67","Domestic","Industrials","Electrical Equipment","Electrical Components & Equipment"
"ATMU","Atmus Filtration Technologies Inc","$4B (Small)","710,880","$52.73","Domestic","Industrials","Machinery","Construction Machinery & Heavy Transportation Equipment"
"ATR","Aptargroup Inc","$8B (Mid)","556,800","$121.47","Domestic","Materials","Containers & Packaging","Metal, Glass & Plastic Containers"
"AU","Anglogold Ashanti PLC","$42B (Large)","3,020,770","$82.92","Domestic","Materials","Metals & Mining","Gold"
"AUOTY","AUO Corp","$3B (Small)","124,160","$3.54","International (ADR)","Information Technology","Electronic Equipment, Instruments & Components","Electronic Components"
"AUR","Aurora Innovation Inc","$8B (Mid)","14,647,020","$4.39","Domestic","Information Technology","Software","Application Software"
"AVAV","AeroVironment Inc","$12B (Mid)","1,470,190","$239.00","Domestic","Industrials","Aerospace & Defense","Aerospace & Defense"
"AVGO","Broadcom Inc","$2T (Large)","33,517,860","$359.93","Domestic","Information Technology","Semiconductors & Semiconductor Equipment","Semiconductors"
"AVNT","Avient Corp","$3B (Small)","745,630","$30.96","Domestic","Materials","Chemicals","Specialty Chemicals"
"AVPT","AvePoint Inc","$3B (Small)","2,116,810","$13.89","Domestic","Information Technology","Software","Application Software"
"AVT","Avnet Inc","$4B (Small)","882,690","$49.92","Domestic","Information Technology","Electronic Equipment, Instruments & Components","Technology Distributors"
"AVTR","Avantor Inc","$8B (Mid)","10,136,470","$11.17","Domestic","Health Care","Life Sciences Tools & Services","Life Sciences Tools & Services"
"AVY","Avery Dennison Corp","$14B (Mid)","833,880","$182.60","Domestic","Materials","Containers & Packaging","Paper & Plastic Packaging Products & Materials"
"AWI","Armstrong World Industries Inc","$8B (Mid)","305,330","$186.31","Domestic","Industrials","Building Products","Building Products"
"AXON","Axon Enterprise Inc","$45B (Large)","763,150","$564.28","Domestic","Industrials","Aerospace & Defense","Aerospace & Defense"
"AXSM","Axsome Therapeutics Inc","$7B (Small)","506,680","$148.17","Domestic","Health Care","Pharmaceuticals","Pharmaceuticals"
"AXTA","Axalta Coating Systems Ltd","$7B (Small)","4,103,070","$31.19","Domestic","Materials","Chemicals","Specialty Chemicals"
"AYI","Acuity Inc","$11B (Mid)","239,860","$364.68","Domestic","Industrials","Electrical Equipment","Electrical Components & Equipment"
"AZN","AstraZeneca PLC","$279B (Large)","6,030,130","$89.83","International (ADR)","Health Care","Pharmaceuticals","Pharmaceuticals"
"AZZ","AZZ Inc","$3B (Small)","173,110","$107.17","Domestic","Industrials","Building Products","Building Products"
"B","Barrick Mining Corp","$73B (Large)","14,000,030","$43.09","International (ADR)","Materials","Metals & Mining","Gold"
"BA","Boeing Co","$160B (Large)","10,797,090","$204.38","Domestic","Industrials","Aerospace & Defense","Aerospace & Defense"
"BAESY","BAE Systems PLC","$68B (Large)","789,920","$91.03","International (ADR)","Industrials","Aerospace & Defense","Aerospace & Defense"
"BAH","Booz Allen Hamilton Holding Corp","$11B (Mid)","2,713,470","$92.78","Domestic","Industrials","Professional Services","Research & Consulting Services"
"BALL","Ball Corp","$14B (Mid)","2,534,840","$50.91","Domestic","Materials","Containers & Packaging","Metal, Glass & Plastic Containers"
"BASFY","BASF SE","$47B (Large)","125,520","$13.17","International (ADR)","Materials","Chemicals","Diversified Chemicals"
"BAX","Baxter International Inc","$10B (Mid)","8,760,300","$19.15","Domestic","Health Care","Health Care Equipment & Supplies","Health Care Equipment"
"BAYRY","Bayer AG","$42B (Large)","692,460","$10.68","International (ADR)","Health Care","Pharmaceuticals","Pharmaceuticals"
"BB","BlackBerry Ltd","$3B (Small)","5,088,010","$4.28","International (ADR)","Information Technology","Software","Systems Software"
"BBAI","BigBear.ai Holdings Inc","$3B (Small)","106,749,050","$6.38","Domestic","Information Technology","IT Services","IT Consulting & Other Services"
"BBIO","BridgeBio Pharma Inc","$14B (Mid)","1,819,700","$75.15","Domestic","Health Care","Biotechnology","Biotechnology"
"BCC","Boise Cascade Co","$3B (Small)","492,650","$76.51","Domestic","Industrials","Trading Companies & Distributors","Trading Companies & Distributors"
"BCO","Brinks Co","$5B (Small)","268,140","$119.45","Domestic","Industrials","Commercial Services & Supplies","Security & Alarm Services"
"BCPC","Balchem Corp","$5B (Small)","182,540","$155.98","Domestic","Materials","Chemicals","Specialty Chemicals"
"BDC","Belden Inc","$5B (Small)","254,500","$122.47","Domestic","Information Technology","Electronic Equipment, Instruments & Components","Electronic Components"
"BDVSY","Bidvest Group Ltd","$5B (Small)","13,560","$27.10","International (ADR)","Industrials","Industrial Conglomerates","Industrial Conglomerates"
"BDX","Becton Dickinson and Co","$57B (Large)","1,783,950","$200.89","Domestic","Health Care","Health Care Equipment & Supplies","Health Care Equipment"
"BE","Bloom Energy Corp","$22B (Mid)","12,933,530","$94.98","Domestic","Industrials","Electrical Equipment","Heavy Electrical Equipment"
"BEAM","Beam Therapeutics Inc","$3B (Small)","1,826,380","$27.36","Domestic","Health Care","Biotechnology","Biotechnology"
"BESIY","BE Semiconductor Industries NV","$12B (Mid)","2,090","$155.68","International (ADR)","Information Technology","Semiconductors & Semiconductor Equipment","Semiconductor Materials & Equipment"
"BETA","BETA Technologies Inc","$7B (Small)","966,180","$30.02","Domestic","Industrials","Aerospace & Defense","Aerospace & Defense"
"BHC","Bausch Health Companies Inc","$3B (Small)","3,322,730","$6.92","International (ADR)","Health Care","Pharmaceuticals","Pharmaceuticals"
"BHP","BHP Group Ltd","$151B (Large)","3,302,020","$59.64","International (ADR)","Materials","Metals & Mining","Diversified Metals & Mining"
"BIIB","Biogen Inc","$26B (Mid)","1,774,750","$174.10","Domestic","Health Care","Biotechnology","Biotechnology"
"BILL","BILL Holdings Inc","$5B (Small)","2,151,420","$54.55","Domestic","Information Technology","Software","Application Software"
"BIO","Bio Rad Laboratories Inc","$7B (Small)","157,850","$308.13","Domestic","Health Care","Life Sciences Tools & Services","Life Sciences Tools & Services"
"BKD","Brookdale Senior Living Inc","$2B (Small)","2,936,650","$10.27","Domestic","Health Care","Health Care Providers & Services","Health Care Facilities"
"BL","BlackLine Inc","$3B (Small)","471,670","$58.67","Domestic","Information Technology","Software","Application Software"
"BLCO","Bausch + Lomb Corp","$6B (Small)","397,310","$16.99","International (ADR)","Health Care","Health Care Equipment & Supplies","Health Care Supplies"
"BLDR","Builders FirstSource Inc","$12B (Mid)","1,757,720","$108.48","Domestic","Industrials","Building Products","Building Products"
"BLKB","Blackbaud Inc","$3B (Small)","377,510","$62.90","Domestic","Information Technology","Software","Application Software"
"BLTE","Belite Bio Inc","$5B (Small)","398,940","$141.32","Domestic","Health Care","Pharmaceuticals","Pharmaceuticals"
"BMI","Badger Meter Inc","$5B (Small)","238,420","$184.80","Domestic","Information Technology","Electronic Equipment, Instruments & Components","Electronic Equipment & Instruments"
"BMNR","Bitmine Immersion Technologies Inc","$15B (Mid)","52,562,540","$34.86","Domestic","Information Technology","Software","Application Software"
"BMRN","BioMarin Pharmaceutical Inc","$10B (Mid)","2,110,840","$53.31","Domestic","Health Care","Biotechnology","Biotechnology"
"BMY","Bristol-Myers Squibb Co","$107B (Large)","15,836,700","$52.41","Domestic","Health Care","Pharmaceuticals","Pharmaceuticals"
"BNTX","Biontech SE","$23B (Mid)","1,633,300","$94.81","International (ADR)","Health Care","Biotechnology","Biotechnology"
"BOX","Box Inc","$4B (Small)","2,881,340","$30.13","Domestic","Information Technology","Software","Application Software"
"BR","Broadridge Financial Solutions Inc","$27B (Mid)","664,060","$230.05","Domestic","Industrials","Professional Services","Data Processing & Outsourced Services"
"BRC","Brady Corp","$4B (Small)","218,750","$80.45","Domestic","Industrials","Commercial Services & Supplies","Commercial Printing"
"BRKR","Bruker Corp","$7B (Small)","2,330,760","$45.13","Domestic","Health Care","Life Sciences Tools & Services","Life Sciences Tools & Services"
"BRZE","Braze Inc","$4B (Small)","3,148,030","$33.14","Domestic","Information Technology","Software","Application Software"
"BSX","Boston Scientific Corp","$137B (Large)","9,952,490","$92.58","Domestic","Health Care","Health Care Equipment & Supplies","Health Care Equipment"
"BSY","Bentley Systems Inc","$12B (Mid)","1,781,770","$40.58","Domestic","Information Technology","Software","Application Software"
"BTSG","Brightspring Health Services Inc","$7B (Small)","1,979,690","$36.54","Domestic","Health Care","Health Care Providers & Services","Health Care Services"
"BVN","Compania de Minas Buenaventura SAA","$7B (Small)","1,402,660","$28.16","International (ADR)","Materials","Metals & Mining","Diversified Metals & Mining"
"BWXT","BWX Technologies Inc","$16B (Mid)","1,119,670","$175.03","Domestic","Industrials","Aerospace & Defense","Aerospace & Defense"
"BZ","Kanzhun Ltd","$10B (Mid)","2,769,190","$19.96","International (ADR)","Industrials","Professional Services","Human Resource & Employment Services"
"BZLFY","Bunzl plc","$9B (Mid)","135,000","$14.31","International (ADR)","Industrials","Trading Companies & Distributors","Trading Companies & Distributors"
"CAAP","Corporacion America Airports SA","$4B (Small)","135,820","$26.05","International (ADR)","Industrials","Transportation Infrastructure","Airport Services"
"CACI","CACI International Inc","$13B (Mid)","257,740","$572.45","Domestic","Industrials","Professional Services","Research & Consulting Services"
"CAE","CAE Inc","$10B (Mid)","619,790","$29.84","International (ADR)","Industrials","Aerospace & Defense","Aerospace & Defense"
"CAH","Cardinal Health Inc","$47B (Large)","2,473,360","$198.18","Domestic","Health Care","Health Care Providers & Services","Health Care Distributors"
"CAI","Caris Life Sciences Inc","$8B (Small)","3,426,360","$26.76","Domestic","Health Care","Biotechnology","Biotechnology"
"CAJPY","Canon Inc","$27B (Mid)","60,820","$30.53","International (ADR)","Information Technology","Technology Hardware, Storage & Peripherals","Technology Hardware, Storage & Peripherals"
"CALX","Calix Inc","$4B (Small)","821,600","$53.72","Domestic","Information Technology","Communications Equipment","Communications Equipment"
"CAMT","Camtek Ltd","$5B (Small)","488,160","$111.95","International (ADR)","Information Technology","Semiconductors & Semiconductor Equipment","Semiconductor Materials & Equipment"
"CAR","Avis Budget Group Inc","$5B (Small)","463,440","$131.03","Domestic","Industrials","Ground Transportation","Passenger Ground Transportation"
"CARR","Carrier Global Corp","$45B (Large)","9,670,120","$52.94","Domestic","Industrials","Building Products","Building Products"
"CAT","Caterpillar Inc","$280B (Large)","2,528,670","$597.89","Domestic","Industrials","Machinery","Construction Machinery & Heavy Transportation Equipment"
"CBT","Cabot Corp","$4B (Small)","609,750","$68.34","Domestic","Materials","Chemicals","Commodity Chemicals"
"CBZ","CBIZ Inc","$3B (Small)","631,620","$53.45","Domestic","Industrials","Professional Services","Research & Consulting Services"
"CCC","CCC Intelligent Solutions Holdings Inc","$5B (Small)","7,008,830","$7.68","Domestic","Information Technology","Software","Application Software"
"CCK","Crown Holdings Inc","$11B (Mid)","1,617,910","$97.83","Domestic","Materials","Containers & Packaging","Metal, Glass & Plastic Containers"
"CDE","Coeur Mining Inc","$11B (Mid)","16,587,540","$17.25","Domestic","Materials","Metals & Mining","Gold"
"CDNS","Cadence Design Systems Inc","$88B (Large)","1,478,460","$323.22","Domestic","Information Technology","Software","Application Software"
"CDTX","Cidara Therapeutics Inc","$7B (Small)","1,041,820","$220.65","Domestic","Health Care","Biotechnology","Biotechnology"
"CDW","CDW Corp","$19B (Mid)","1,255,460","$144.93","Domestic","Information Technology","Electronic Equipment, Instruments & Components","Technology Distributors"
"CE","Celanese Corp","$5B (Small)","2,257,770","$43.50","Domestic","Materials","Chemicals","Specialty Chemicals"
"CECO","CECO Environmental Corp","$2B (Small)","270,430","$60.96","Domestic","Industrials","Machinery","Industrial Machinery & Supplies & Components"
"CELC","Celcuity Inc","$5B (Small)","911,590","$105.25","Domestic","Health Care","Biotechnology","Biotechnology"
"CENX","Century Aluminum Co","$3B (Small)","1,831,470","$31.56","Domestic","Materials","Metals & Mining","Aluminum"
"CF","CF Industries Holdings Inc","$12B (Mid)","2,349,690","$79.19","Domestic","Materials","Chemicals","Fertilizers & Agricultural Chemicals"
"CFLT","Confluent Inc","$11B (Mid)","29,297,780","$30.05","Domestic","Information Technology","Software","Application Software"
"CGNX","Cognex Corp","$6B (Small)","1,870,280","$35.65","Domestic","Information Technology","Electronic Equipment, Instruments & Components","Electronic Equipment & Instruments"
"CGON","CG Oncology Inc","$3B (Small)","750,770","$40.94","Domestic","Health Care","Biotechnology","Biotechnology"
"CHE","Chemed Corp","$6B (Small)","150,900","$430.06","Domestic","Health Care","Health Care Providers & Services","Health Care Services"
"CHKP","Check Point Software Technologies Ltd","$21B (Mid)","1,456,640","$192.12","International (ADR)","Information Technology","Software","Systems Software"
"CHRW","CH Robinson Worldwide Inc","$19B (Mid)","1,466,730","$157.09","Domestic","Industrials","Air Freight & Logistics","Air Freight & Logistics"
"CI","Cigna Group","$73B (Large)","1,701,050","$274.70","Domestic","Health Care","Health Care Providers & Services","Health Care Services"
"CIEN","Ciena Corp","$31B (Mid)","3,733,280","$218.44","Domestic","Information Technology","Communications Equipment","Communications Equipment"
"CIFR","Cipher Mining Inc","$7B (Small)","31,155,900","$17.05","Domestic","Information Technology","Software","Application Software"
"CLBT","Cellebrite DI Ltd","$5B (Small)","1,211,090","$18.82","International (ADR)","Information Technology","Software","Application Software"
"CLF","Cleveland-Cliffs Inc","$7B (Small)","14,256,340","$12.71","Domestic","Materials","Metals & Mining","Steel"
"CLH","Clean Harbors Inc","$13B (Mid)","567,880","$241.84","Domestic","Industrials","Commercial Services & Supplies","Environmental & Facilities Services"
"CLS","Celestica Inc","$35B (Mid)","2,545,020","$306.50","International (ADR)","Information Technology","Electronic Equipment, Instruments & Components","Electronic Manufacturing Services"
"CLSK","CleanSpark Inc","$4B (Small)","33,408,630","$14.03","Domestic","Information Technology","Software","Application Software"
"CLVT","Clarivate PLC","$2B (Small)","5,639,250","$3.43","Domestic","Industrials","Professional Services","Research & Consulting Services"
"CMC","Commercial Metals Co","$8B (Mid)","918,960","$70.56","Domestic","Materials","Metals & Mining","Steel"
"CMI","Cummins Inc","$70B (Large)","904,140","$510.05","Domestic","Industrials","Machinery","Construction Machinery & Heavy Transportation Equipment"
"CMPO","CompoSecure Inc","$3B (Small)","816,940","$20.22","Domestic","Information Technology","Technology Hardware, Storage & Peripherals","Technology Hardware, Storage & Peripherals"
"CNC","Centene Corp","$20B (Mid)","6,321,300","$40.85","Domestic","Health Care","Health Care Providers & Services","Managed Health Care"
"CNH","CNH Industrial NV","$12B (Mid)","14,448,480","$9.90","Domestic","Industrials","Machinery","Agricultural & Farm Machinery"
"CNI","Canadian National Railway Co","$60B (Large)","1,859,980","$97.89","International (ADR)","Industrials","Ground Transportation","Rail Transportation"
"CNM","Core & Main Inc","$11B (Mid)","3,613,940","$56.09","Domestic","Industrials","Trading Companies & Distributors","Trading Companies & Distributors"
"CNTA","Centessa Pharmaceuticals PLC","$4B (Small)","1,575,310","$26.51","International (ADR)","Health Care","Biotechnology","Biotechnology"
"CNXC","Concentrix Corp","$2B (Small)","1,213,530","$39.57","Domestic","Industrials","Professional Services","Data Processing & Outsourced Services"
"COGT","Cogent Biosciences Inc","$7B (Small)","2,720,650","$42.11","Domestic","Health Care","Biotechnology","Biotechnology"
"COHR","Coherent Corp","$28B (Mid)","5,141,350","$178.34","Domestic","Information Technology","Electronic Equipment, Instruments & Components","Electronic Components"
"COMM","CommScope Holding Company Inc","$4B (Small)","4,250,200","$19.44","Domestic","Information Technology","Communications Equipment","Communications Equipment"
